"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Peter","5.0 颗星，最多 5 颗星","Important insights about the challenges that China faces","2021年5月4日 在美国审核","已确认购买","The Chinese economcy is not as robust as most observers think.  The insights in this book are essential to understand for the future of the US-China relationship.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPfK9dvRyMA%252BC0cpcDfxn5QlimkeSZymMtQKWIiQsR2sAAAAAGQvyGYAAAAB%26reviewId%3DR1VO4YQ0GTBO4D&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPfK9dvRyMA%2BC0cpcDfxn5QlimkeSZymMtQKWIiQsR2sAAAAAGQvyGYAAAAB&reviewId=R1VO4YQ0GTBO4D","","0","当前加载评论时遇到问题。请稍后再试。"
"William H. Marlow","5.0 颗星，最多 5 颗星","Illuminating","2021年11月10日 在美国审核","已确认购买","Brings reality and facts to give balance to often-discussed topic general steeped in ignorance.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhChC0qJ1SxnVhuJoEUfouCBUk4nock9M%252BBpxmYjQSwecAAAAAGQvyGYAAAAB%26reviewId%3DR17TOHXYQ0XFR5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hChC0qJ1SxnVhuJoEUfouCBUk4nock9M%2BBpxmYjQSwecAAAAAGQvyGYAAAAB&reviewId=R17TOHXYQ0XFR5","","0","当前加载评论时遇到问题。请稍后再试。"
"Glen Shinn","5.0 颗星，最多 5 颗星","Future view for rural populations","2021年11月19日 在美国审核","已确认购买","Excellent work based on reliable longtime trends and data","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIwaQ%252FMqGFEYPTqQujWmHh5RttCuEgMG5YjF5MsB9I7NAAAAAGQvyGYAAAAB%26reviewId%3DRMI05XQHNFB2K&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIwaQ%2FMqGFEYPTqQujWmHh5RttCuEgMG5YjF5MsB9I7NAAAAAGQvyGYAAAAB&reviewId=RMI05XQHNFB2K","","0","当前加载评论时遇到问题。请稍后再试。"
"Bruce Rhodes","3.0 颗星，最多 5 颗星","Well-written and informative, but there's a problem","2021年4月19日 在美国审核","","On the plus side, Invisible China is well-written, and its author Scott Rozelle reveals his intelligence, deep knowledge of and passion for his subject matter, i.e. China, his research subject of several decades and, more specifically, the youth of China and their welfare. I found his ‘person on the street’ anecdotes quite revealing. And I believe his conclusions about what can help the Chinese youth are valid, i.e. changes to the way infants are raised, taking steps to avoid rampant anemia, and vision care. In general, I learned a lot from reading this book.However, I was quite uncomfortable about what seems to be his willingness to downplay the harshness with which Chinese regimes, especially in the present, treat their own citizens. Beyond referring little more than once to there currently being an ‘authoritarian regime’ in China, Rozelle does not acknowledge the elephants in the room:  the mistreatment and imprisonment of the Tibetan and Uighur peoples, and dissenters in Hong Kong and elsewhere, to say nothing of the legacy of genocide, e.g. Mao letting 30 million citizens die, mostly from starvation. All of this makes me wonder if Rozelle has made an unspoken deal with the regime, whereby he ignores these relevant realities about China in exchange for being permitted to range far and wide through the country to conduct his research.On p. 177, Rozelle asks rhetorically, “Shouldn’t [I] be worrying more about the education of kids in the United States? Aren’t there babies in California who need [my] attention? Who cares about China?” Frankly, these very questions dogged me from page 1 onward. While it is hard to criticize Rozelle for wanting to improve the health and fortunes of young children, I have great difficulty with his having chosen to help a country run by what I regard as a cruel, rogue regime. Perhaps it is not an accident or an oversight that the regime has given its rural population short shrift for decades; there may be method in their ruthlessness. Their leading edge surveillance infrastructure certainly informs them, so it’s likely they’re acutely aware of the rural situation.In summary, while I’ll accept that Rozelle is not naïve, he’s failed to put all of the relevant cards from the China deck out on the table, and I suspect he’s gone this route not only out of fear of regime reprisal (as mentioned above) but also because he understands that folks like me take issue with him doing anything that will help the current Chinese regime. Full disclosure: I make every effort to boycott products made in China (and yes, its products are hard to avoid).","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLANnEfdWqrHHTx8VnMMFKUVe83KjHjHqR3Qlgf72L8TAAAAAGQvyGYAAAAB%26reviewId%3DR2U3Y7ZHJKLU75&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLANnEfdWqrHHTx8VnMMFKUVe83KjHjHqR3Qlgf72L8TAAAAAGQvyGYAAAAB&reviewId=R2U3Y7ZHJKLU75","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Exquisitus","4.0 颗星，最多 5 颗星","A valuable but expensive (Kindle) book about China","2021年7月3日 在美国审核","","What I like about this book:- excellent work on uncovering reasons that hold back rural China: intestinal works, anemia & poor eyesight- interesting information on the importance of early childhood education- frank, direct assessment about the governmentWhat the book is lacking:- the author could have provided more concrete statistics in forms of charts/tables (I don't recall seeing any meaningful ones from the Kindle version)- the why question: there is a lack of discussion about why the government appears oblivious to the problem until (seemingly) it was raised by the authorsWhat I found confusing about this book:- The authors portray overly rosy picture about Taiwan economy. To my knowledge, wages have been stagnating for a while and many factories already relocated to mainland and many university graduates struggle to find good paying jobs.- The authors tend to presume because of A, it will result in B.  We know that the world is far too complex to be reduced to such a simplified thinking.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPlht0IedWCQi5Z%252Br42gPeDYLRUnHzwhbcog%252BdDJBMbqAAAAAGQvyGYAAAAB%26reviewId%3DRGI42ZOVLJXHP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPlht0IedWCQi5Z%2Br42gPeDYLRUnHzwhbcog%2BdDJBMbqAAAAAGQvyGYAAAAB&reviewId=RGI42ZOVLJXHP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Hui Chin Lim","2.0 颗星，最多 5 颗星","Putting American Policymakers in a False Sense of Comfort?","2021年2月23日 在美国审核","","Heard about this book from a U.S.-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION hearing. Checked it out at our local library.The book mostly paints a dire outlook of China's economy based upon the inelasticity of labor workforce. The author illustrated, with examples of many countries, how this is a problem especially to mid-income countries. Economics 101 tells us labor inelasticity is a problem in all economies and high-come country like US are not exempt.By the author's own account, China started addressing the problem 20 years ago in 2000 by expanding higher education capacity and making education free and mandatory up to junior-high level. It looks to me the problem would be eradicated in China in 2030-2040.US's economy has been in transition since 1990s too, with manufacturing jobs moving overseas, US has problem with labor being inelastic too. Civilian labor force participation in US has declined 4% since 2000 to pre-pandemic and another 1.5% decline since pandemic (according to US Bureau of Labor Statistic). That's people dropping out of the workforce. US is the only G7 country with declining overall labor participation since 1990s according to OECD data. Where would US be in 2030-2040?","6 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDQTRYob29vA%252BqDF8%252Fyoez4tllwnnBlI9c46HHgsFvOLAAAAAGQvyGYAAAAB%26reviewId%3DR3MABGXW3VQDY6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDQTRYob29vA%2BqDF8%2Fyoez4tllwnnBlI9c46HHgsFvOLAAAAAGQvyGYAAAAB&reviewId=R3MABGXW3VQDY6","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Loyd Eskildson","2.0 颗星，最多 5 颗星","Very Strange Book -","2021年12月13日 在美国审核","","The author's premise is that low education levels in most of China will preclude it from getting past the Middle-Income trap. However, my understanding from reading numerous books about China is that its coastal areas (about 280 million) and less-populated areas are very different. The coastal area is very well educated, highly productive, and now has trouble finding jobs for those with college educations. China has a history of first trying out new approaches in a few limited areas (usually its coastal area) and it would make sense for it to continue such. Ergo, there will be no problem with lack of education when China further upgrades is coastal areas - scene of decades of amazing success.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNEoGzrj%252F74YjVwm9LcmeUOaJaUqdkOteMJRCcqVXK%252BmAAAAAGQvyGYAAAAB%26reviewId%3DRYDRQGDUE7JDT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNEoGzrj%2F74YjVwm9LcmeUOaJaUqdkOteMJRCcqVXK%2BmAAAAAGQvyGYAAAAB&reviewId=RYDRQGDUE7JDT","","0","当前加载评论时遇到问题。请稍后再试。"
"Amanda Alexander","5.0 颗星，最多 5 颗星","Stunning overview of economic, health and education policies in rural China.","2020年10月23日 在美国审核","","Invisible China provides a stunning overview of economic, health and education policies in rural China. China may have one of the largest economies in the world, but it has one of the lowest levels of education. If low-skill work in construction and manufacturing slows or is replaced by automation technology, China’s emerging workforce won’t have the ability to adapt to different work or industries.As part of the Rural Education Action Program (REAP), public health researchers, economists and education specialists from universities in both the US and China mass collected data from across China. It’s an extraordinary effort in a country where credible statistics can be difficult to come by, especially in the “poor, rural interior.” Overall, their rigorous research shows that the education and well being of rural Chinese children has not kept pace with the country’s swift development and rising wages. In fact, it’s unbelievably bad.Many workers don’t know how to learn, even if they are given opportunities for advancement by their current employers. If China loses their competitive edge and cannot advance into high-value-added industries, the country will become stuck at this level – a ‘middle income trap.’This trap could cause problems with investment rates, social stability and further divert funding away from education and towards policing and welfare support.Since rural families have historically been permitted to have more children than those in the cities, China now faces the alarming possibility that the vast majority of their future workforce is malnourished, socially neglected and under educated. Although China has an elite class of workers, such as business people, engineers and programmers, they are not strong enough to support the rest of the country with universal basic income. Alongside higher wages for low skilled workers, China is now leading the world in robotics technology and is the main global customer of the robotics which are replacing those low skilled workers.Although the Chinese government has recently made moves to remedy this issue through reducing or abolishing school fees, improving access to textbooks and expanding vocational schools, there was no early investment in human capital or a well laid plan to transition the country from a manufacturing to an innovation-based economy. Unfortunately many of these problems started during the Cultural Revolution and were neglected by Deng Xiaoping. He is rightly credited with the economic miracle, but unfortunately mass education was not given priority. Now, the current leadership must implement policies that may not show positive results for a generation. It’s terribly difficult to implement policies that take so long for results. It is even more difficult if those policies must be implemented by rural leadership who feel that the benefits of those policies will only go to urban areas. According to the authors, upgrading the education level of the entire labour force would take 45 years.Each chapter provides comparative research to other countries which have fallen into or avoided the middle income trap. Thankfully, they include many simple graphs and charts to explain their economic theories. Although they recognise the difficulty in comparing China to a much smaller country, such as Ireland, it’s incredibly useful for understanding what steps could be taken now to improve the situation of China’s children. Outlining how Mexico’s growth stalled and resulted in widespread criminal activity and economic stagnation reveals how important it is to take this problem seriously. China’s rural and migrant workers are ‘invisible,’ but their welfare could impact the country’s elite and global economic stability. The authors also explain why vocational schools in Germany have been so incredibly successful, while those in China have been, for the most part, an expensive disaster. They certainly don’t discount differences in economic history or local culture, but this comparative research does show how China could reshape their policies to mimic the success of South Korea and avoid the social upheaval of Mexico.I came to this book with some background knowledge. I conducted research at a Shanghai university on the hukou system, social capital, and schools for internal migrant children. I also volunteered at migrant schools in Shanghai. The hukou system is a household registration system which divides Chinese citizens into agricultural and non-agricultural residency status. However, the problems and solutions in this book require no background knowledge in China or economics. If anything, the summaries of their arguments in each closing section are a bit too long. That may be due to their fears that even those living in China might not be able to recognise this looming problem in a population that remains invisible and separate to the elite of the mega cities.The hukou categories shape where the individual and their family can live, work, or study and what benefits or services they can receive. More than 70% of China’s children have rural status. Many internal migrant parents face a difficult choice of staying in their rural hometowns in poverty, leaving their children behind in the care of others, or bringing their children to cities where they will be unable to access proper health and education services. Even parents who are able to keep their children in local schools might find that corruption and incompetence leaves their children far behind urban children.The human suffering outlined in these chapters was almost impossible to read without setting the book down for a moment. Many of the recommended actions and policies are surely within the ability of the Chinese government, but they describe how education in China is fairly decentralised. Although this situation was only briefly described, higher levels of government could take harsh action against those unscrupulous individuals in rural areas who set up Potemkin schools. These “schools” take education funding meant for China’s poorest students but have no teachers or students. Each chapter includes a very human story, such as descriptions of job fairs, adult workers struggling without general education skills, young students unable to see the blackboard because their caretakers think glasses will ruin their eyes, children too weak to play because of anaemia and worms, young girls blocked by their families from taking parasite-killing medication in case it harms their fertility, young men looking into bride kidnapping as a source of income and babies failing intelligence tests before they are anywhere near a school. It is a moving and sobering read, but not without hope. Every section describes crushing poverty, ignorance and corruption, but the authors provide just as many solutions.There was only one section that I wish the authors had expanded on. In describing how the hukou system prevents rural children from attending urban schools and hospitals, the solution was to abolish the system and to implement policies similar to Taiwan. Why the hukou system is still in use or what justification the government provides for it was not presented and this leaves the reader wondering how lifting these restrictions would work in practice. Would urban schools and hospitals maintain their quality if class sizes and hospital waiting times skyrocketed? Unfortunately this policy recommendation was a little thin compared to more pragmatic steps of providing parenting classes and opticians. That said, I’m sure other texts have studied the hukou system in full and overall this is an important book that provides a clear call to action.The first challenge this book faces is convincing the reader and government authorities that China’s children are indeed suffering terribly. This is hard to imagine for those who associate Chinese cities with top international education rankings and tiger mothers. For those travelling by plane or high speed train across China’s rural areas, it’s difficult to see that many of China’s children are suffering from health problems (especially invisible health problems), social isolation and a lack of education. Despite the best efforts of the government to provide funding, many families face an issue with the opportunity cost of staying in school. Many families know that their children are not receiving a good education in the their local schools and could make a small fortune by dropping out of school to work in construction, even if it means lying about their age. China has one of the highest male-female sex imbalances in the world due to sex-selective abortions. If there is an economic downturn, many young men who are unable to find work or partners may turn to gang activity and organised crime. The authors take pains here to explain that employment also provides self-respect and a sense of connection to the community. The second challenge for this book is that it may have trouble distinguishing itself from the numerous other books out there arguing that China isn’t as great as everyone thinks. This would be a shame, as Invisible China is based on careful research and makes persuasive policy arguments for improving the situation of Chinese children and avoiding the middle income trap.This book was provided by the publisher for review.","13 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOcXuMjmCthQZvEJ4%252FgGuFfhVvldjg%252BlqeMViRRB0i7LAAAAAGQvyGYAAAAB%26reviewId%3DR3SJK8N0OBQWL6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOcXuMjmCthQZvEJ4%2FgGuFfhVvldjg%2BlqeMViRRB0i7LAAAAAGQvyGYAAAAB&reviewId=R3SJK8N0OBQWL6","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"yanye tang","5.0 颗星，最多 5 颗星","A well written book worth reading","2022年1月1日 在美国审核","已确认购买","Not many in China could have such deep exposure to the invisible part of China, let alone a foreign scholar, even most of native scholars turned a blind eye to these group of people.Most of the facts resonate with my experience live in China, but some of the policy recommendations could be deeper.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAQqkN3o4NFR5eiN1xtthH886OjuzclRhea9xUo%252FjBMiAAAAAGQvyGYAAAAB%26reviewId%3DR32D7I0STC2TAU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAQqkN3o4NFR5eiN1xtthH886OjuzclRhea9xUo%2FjBMiAAAAAGQvyGYAAAAB&reviewId=R32D7I0STC2TAU","","0","当前加载评论时遇到问题。请稍后再试。"
"wsmrer","5.0 颗星，最多 5 颗星","“There are so many of us ….”","2021年7月3日 在美国审核","已确认购买","The stories you don’t hear.China is a puzzle, depending on the measurement used the world’s largest economy or the second largest, but also the world’s most populist.  Per capita income puts it in a class with countries like Algeria, Costa Rica, and Thailand, and its future depending, as many are fond of raising, escaping The Middle Income Trap.It is ‘This China’ that Rozelle and Hell turn their attention to calling forth the extensive research of Rural Education Action Program, or REAP, a linked project of Stanford University and Chinese associates that devotedly focuses on what they see as China’s enormous hurdle to development in years to come – a great topic objectively pursued with compassion and intelligence but how attractive will that be to the ‘China critic,’ your choice?What they have found is the miracle of development that has rushed that nation to the top of the pack in so many ways contains a glaring flaw that must be solved in the changing relations of losing 40,000 factories a year as gift of ‘cheap labor’ drifts away, migrant workers return to their villages and none plan to farm. The authors forcefully detail the evolving scene of a labor force of 300 million with no high school education, the national average being 30% completed the lowest by far among developing nations, and automation and foreign competition destroying employment. To this they add 60 percent of the elementary school children in the Invisible China are suffering from at least one of these three conditions: Anemia, Uncorrected Poor Vision, and Intestinal Worn Inflection, all of which damage learning ability. (p. 109). The story becomes a little redundant in telling but powerfully detailed on what must be done in policy formation to overcome the barriers that will lock the nation in ‘that trap’ as Mexico and Brazil appear to have fallen; policy that have been implemented mention including ‘all through public high school in 2020’s, by Xi Jinping; treating birth to age five as critical times for child development a new area of mounting concern also a positive sign, China raising programs. *The authors’ basic argument is that in our globalized world China and its welfare is of a concern to us all. Instability in the Middle Kingdom will rattle all our cages.Good Scholars.5 stars*Biden likewise pushing the issue domestically.The merging of Labor Forces with the world of A.I. and Automation issues all ready very evident in current times, universal basic income a topic on the table, even in China, but unlikely. (p. 179).Too many people.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08GCZL1PT%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhH0CN7IGxYVGcxCr59K5H0YC3bQuif%252Fk2jpmkW%252Bp91gQAAAAAGQvyGYAAAAB%26reviewId%3DR2RL0VC9LF9SKC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH0CN7IGxYVGcxCr59K5H0YC3bQuif%2Fk2jpmkW%2Bp91gQAAAAAGQvyGYAAAAB&reviewId=R2RL0VC9LF9SKC","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"pd77","4.0 颗星，最多 5 颗星","Interesting. Good to know more about the inside of China.","2023年1月19日 在法国审核","已确认购买","Well written. Interesting lessons.","报告","","","","","","",""
"Xavier Alonso Bertolin","5.0 颗星，最多 5 颗星","Título interesante","2023年1月26日 在西班牙审核","已确认购买","Me ha parecido un título interesante y escrito desde una perspectiva inusual","报告","","","","","","",""
