"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"biscuit baseball","3.0 颗星，最多 5 颗星","Dense. Not for the casual reader.","2022年3月31日 在美国审核","已确认购买","Impressive research but presented in a very dry academic style. Last part of the book goes off the rails with doomsday predictions of US imminent decline (citing Chinese government officials????)","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIxUFCYvsoUPGhvsJ%252BP6ydX%252BPWMI5yB%252Bewr4BD8p0UmfAAAAAGQvxV4AAAAB%26reviewId%3DR3MSP3Y4MZNBUF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIxUFCYvsoUPGhvsJ%2BP6ydX%2BPWMI5yB%2Bewr4BD8p0UmfAAAAAGQvxV4AAAAB&reviewId=R3MSP3Y4MZNBUF","","0","当前加载评论时遇到问题。请稍后再试。"
"JW","5.0 颗星，最多 5 颗星","One of the best contemporary books on China","2021年7月9日 在美国审核","已确认购买","This is one of the few books on China that is valuable for both experts and individuals new to the subject to read. It is both educational and entertaining. And it is a comprehensive overview of Chinese politics, leadership perspectives on the world, military modernization, and global economic and international organization strategy. Would highly recommend to anyone seeking to gain a deeper understanding of this critical subject.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIn13SxH9qnwqS8E36Afgkup6TqDiqoygGnpKViRCcTJAAAAAGQvxV4AAAAB%26reviewId%3DR2DQ76T2XZZK74&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIn13SxH9qnwqS8E36Afgkup6TqDiqoygGnpKViRCcTJAAAAAGQvxV4AAAAB&reviewId=R2DQ76T2XZZK74","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Rachel J","5.0 颗星，最多 5 颗星","Fantastic book!","2021年7月8日 在美国审核","已确认购买","A fascinating and important book that anyone interested in US-China relations should read. The author has deep expertise in the topic and writes clearly and compellingly about both the history of China’s strategy to date and what the US should do next. I’m so glad I picked up this book!","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEpaXe%252Bvyv6nvwR%252B4Z%252Fdq5YHAVvTg1XzDutqNPAgQLjuAAAAAGQvxV4AAAAB%26reviewId%3DR2BSYRBADIKTJ1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEpaXe%2Bvyv6nvwR%2B4Z%2Fdq5YHAVvTg1XzDutqNPAgQLjuAAAAAGQvxV4AAAAB&reviewId=R2BSYRBADIKTJ1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"John D. Carew, Jr.","5.0 颗星，最多 5 颗星","America will rely on its military to defeat China","2022年1月25日 在美国审核","已确认购买","A most  readable account of how America  is  uninterested in leading the world. America is too busy trashing its  values.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJ87%252FNph8OnvkdfLaypU4qobrA43a30lOQXLPLlxSsnMAAAAAGQvxV4AAAAB%26reviewId%3DRFU0YBB1LTYXM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ87%2FNph8OnvkdfLaypU4qobrA43a30lOQXLPLlxSsnMAAAAAGQvxV4AAAAB&reviewId=RFU0YBB1LTYXM","","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","Truly outstanding","2021年7月8日 在美国审核","已确认购买","Rush Doshi's book is a tour de force that brings together a nuanced understanding of Chinese history, original language party sources, and current events to create a thoughtful synthesis on Chinese grand strategy. Every serious student of Chinese history, politics, and policy should read The Long Game.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGwgAbCrxbUVUAsiOmoC3maBBGEBUxRASSlQUHMQm%252FNdAAAAAGQvxV4AAAAB%26reviewId%3DRS9G92LP1VCDE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGwgAbCrxbUVUAsiOmoC3maBBGEBUxRASSlQUHMQm%2FNdAAAAAGQvxV4AAAAB&reviewId=RS9G92LP1VCDE","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Bob.V","5.0 颗星，最多 5 颗星","Incredible insight to CCP and China","2021年11月20日 在美国审核","已确认购买","A must read for all members of Congress, US military leadership, and any organizations with dealing with China.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFGGg7Anr9tYTQOoAyjE3nuQQE7qMDLsDbbFv%252BGCmHeCAAAAAGQvxV4AAAAB%26reviewId%3DR3V4BXAUNA2HWK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFGGg7Anr9tYTQOoAyjE3nuQQE7qMDLsDbbFv%2BGCmHeCAAAAAGQvxV4AAAAB&reviewId=R3V4BXAUNA2HWK","","0","当前加载评论时遇到问题。请稍后再试。"
"ehb","5.0 颗星，最多 5 颗星","Eye opening, highly relevant perspective","2021年7月25日 在美国审核","已确认购买","Deeply insightful. Dr Doshi’s original research underscores how the tectonic plates of geopolitics are shifting under our feet. Policy makers take note!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO%252BNDC8otwiBQIOAUG36Z9u9%252BQc90OFohSzwpjjvLVXTAAAAAGQvxV4AAAAB%26reviewId%3DR39U6PP80WQQEL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO%2BNDC8otwiBQIOAUG36Z9u9%2BQc90OFohSzwpjjvLVXTAAAAAGQvxV4AAAAB&reviewId=R39U6PP80WQQEL","","0","当前加载评论时遇到问题。请稍后再试。"
"Ben W.","5.0 颗星，最多 5 颗星","Fantastic, insightful read.","2021年10月19日 在美国审核","已确认购买","Fantastic, well-written book. Extremely valuable insights.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhK%252FMChV59rmuqmaHioIBpJkdFuufBWC%252F8Kpts72jLuZxAAAAAGQvxV4AAAAB%26reviewId%3DRNCZA6YTGNL4T&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK%2FMChV59rmuqmaHioIBpJkdFuufBWC%2F8Kpts72jLuZxAAAAAGQvxV4AAAAB&reviewId=RNCZA6YTGNL4T","","0","当前加载评论时遇到问题。请稍后再试。"
"TW","5.0 颗星，最多 5 颗星","Good!","2021年12月5日 在美国审核","已确认购买","Good!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMBo%252FcbdcN6sJ6tmDAFJLJPz474Xp%252BiOSDMjoYJx90yqAAAAAGQvxV4AAAAB%26reviewId%3DR3LHKR4S9QMF9D&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMBo%2FcbdcN6sJ6tmDAFJLJPz474Xp%2BiOSDMjoYJx90yqAAAAAGQvxV4AAAAB&reviewId=R3LHKR4S9QMF9D","","0","当前加载评论时遇到问题。请稍后再试。"
"Clifford Nelson","1.0 颗星，最多 5 颗星","Obviously an extremely biased viewpoint","2023年3月19日 在美国审核","","When you talk about how the US is always a positive force in the world and refuse to accept that others do not agree, there is no question that it is biased. The US has so many problems. and it does not really practice what it preaches. Its aim is obviously maintaining global hegemony and not anything altruistic, and it always never listens to other countries concerns about its aims. Listening is something the US cannot do, and it tries to force its flawed system on other countries. What the US excels at is having the highest incarceration rate in the world, spending more of its GDP on medical without descent medical. The  US is not a democracy in the strict sense and that seems to be forgotten. What is even worse is that the rich control the country as proven by a study done by princeton which is a big reason that the rich are so rich in the country while the middle class is declining, there are so many homeless, and the poverty rate is 17.8% vs 0.6 percent according to both the World Bank and CIA. China has responded the way it has because it recognized that the US is a threat because if the GDP per capita of Chinese reaches that of Japan, Taiwan, or South Korea, then the Chinese GDP would be twice the United States and the GDP PPP would be much higher. That would ruin American economic global political hegemony which eventually would destroy its political hegemony. There has been a lot of wisdom behind the leadership of China, and it recognizes that the US will not accept a successful China--it will do everything it can to destroy China since only an impoverished China would not be a threat to American hegemony.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLrg28nY376naDLUTugKmEA4KsyI1QwNWYzfO44XoHf3AAAAAGQvxV4AAAAB%26reviewId%3DR3F82JOL6NR7N4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLrg28nY376naDLUTugKmEA4KsyI1QwNWYzfO44XoHf3AAAAAGQvxV4AAAAB&reviewId=R3F82JOL6NR7N4","","0","当前加载评论时遇到问题。请稍后再试。"
"Prof K","5.0 颗星，最多 5 颗星","Most through book on China’s ambitious strategy","2022年6月16日 在美国审核","","I found this book a bit boring to begin with as what it discusses I have already known. But as I continue to read the more interesting I got . I found it well organised and well presented and best of all covers every angle of the issue in question , in much details .  It’s well written and is able to explain complicated matter with simple terms and vocabularies.  I have learned a lot and felt enlightens . I highly recommend this book to anyone who love America .","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhITd4FndGsU1szT%252FiF256qinAAwY6%252BEBUwWhJUQNVgKlAAAAAGQvxV8AAAAB%26reviewId%3DR3NM2N8QOFZGVE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hITd4FndGsU1szT%2FiF256qinAAwY6%2BEBUwWhJUQNVgKlAAAAAGQvxV8AAAAB&reviewId=R3NM2N8QOFZGVE","","0","当前加载评论时遇到问题。请稍后再试。"
"A S","5.0 颗星，最多 5 颗星","Really great read","2022年2月17日 在美国审核","","Recommend this highly - coudn't put it down - thank you to the author","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCaYZRDZfKZWj6U10PhhWBd6VKt7W9LpUsOIM5vZJrAqAAAAAGQvxV8AAAAB%26reviewId%3DR1CK8PTEQMYTOD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCaYZRDZfKZWj6U10PhhWBd6VKt7W9LpUsOIM5vZJrAqAAAAAGQvxV8AAAAB&reviewId=R1CK8PTEQMYTOD","","0","当前加载评论时遇到问题。请稍后再试。"
"Dieter Lorancaitis","5.0 颗星，最多 5 颗星","Great toilet paper","2021年12月29日 在美国审核","","Makes good toilet paper","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPWY7eXvE1MBbrMmqtwW87WM08NMh3UR05l9ALT2DMgxAAAAAGQvxV8AAAAB%26reviewId%3DR3JB8BNY37EYTY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPWY7eXvE1MBbrMmqtwW87WM08NMh3UR05l9ALT2DMgxAAAAAGQvxV8AAAAB&reviewId=R3JB8BNY37EYTY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Kindle Customer","5.0 颗星，最多 5 颗星","Must read!","2021年11月29日 在美国审核","","If you have any interest in China-US foreign relations, then you must read this book. It points out the elephant in the room.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNxqpIC9Kk2JN1Wdmq2bZtWzooAzx3jnCbN35tkZKz2%252BAAAAAGQvxV8AAAAB%26reviewId%3DR1SM6W3L3L1OQY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNxqpIC9Kk2JN1Wdmq2bZtWzooAzx3jnCbN35tkZKz2%2BAAAAAGQvxV8AAAAB&reviewId=R1SM6W3L3L1OQY","","0","当前加载评论时遇到问题。请稍后再试。"
"K. Dekleva","5.0 颗星，最多 5 颗星","An excellent and thought-provoking book by Dr Rush Doshi","2021年9月24日 在美国审核","","This is the latest in series of excellent books (see also Jonathan Ward, Peter Martin, and Michael Pillsbury) about China’s rise and long-term strategy to achieve its dream of rejuvenation by 2049.  Dr Doshi knows his subject and takes the reader through China’s evolving strategy since 1972.  The author skillfully weaves the dialogue, drawing on multiple Chinese sources.  He sees the strategy as less about Xi per se, and more about the CCP.  But Xi has been a clear and forceful accelerant with respect to China’s recent aggressive military, diplomatic, and intelligence initiatives.  A must-read book, congratulations to Dr Doshi.  5 stars!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLiw%252Fe5fBExJSHdpxQErNse29jtiGicBSRdQcnecPEcSAAAAAGQvxV8AAAAB%26reviewId%3DR26KRBDK9B5TML&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLiw%2Fe5fBExJSHdpxQErNse29jtiGicBSRdQcnecPEcSAAAAAGQvxV8AAAAB&reviewId=R26KRBDK9B5TML","","0","当前加载评论时遇到问题。请稍后再试。"
"Leo","3.0 颗星，最多 5 颗星","The author doesn't really understand China and CCP, who knows China from books and documents.","2021年7月9日 在美国审核","","The author doesn't really understand China and CCP, who knows China from books and documents.","11 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCeYRokVtmtaKzPL7CmdN%252FGVu%252Bx2wCH9wG3LdTcOtoqOAAAAAGQvxV8AAAAB%26reviewId%3DR85HVGR4CK9PZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCeYRokVtmtaKzPL7CmdN%2FGVu%2Bx2wCH9wG3LdTcOtoqOAAAAAGQvxV8AAAAB&reviewId=R85HVGR4CK9PZ","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Peter T. Wolf","3.0 颗星，最多 5 颗星","But where's the military component ?","2021年8月10日 在美国审核","","The author writes a thorough summary of how (and why) China arrived at this point. But the remedies he offers for the U.S. conspicuously omits THE one thing dictatirships most fear: An unbeatable military. Five thousand years of history confirm this. It is why China itself is racing towards military  superpower status. Including nukes. Beijing isn't  just relying on economic hegemony or ""soft power"".  So why has the author ignored the obvious need for a stronger American military ?  Because it doesn't fit the narrative of the progressive wing of the political party he's a member of.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJZo76Pg7vCZPJcLWkmCeDVrnis2vQ8D1Y2TUBmURsbDAAAAAGQvxV8AAAAB%26reviewId%3DR2CU2Q34BITGI7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJZo76Pg7vCZPJcLWkmCeDVrnis2vQ8D1Y2TUBmURsbDAAAAAGQvxV8AAAAB&reviewId=R2CU2Q34BITGI7","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"john s. welch","5.0 颗星，最多 5 颗星","Scholarship combined with accessibility","2021年7月10日 在美国审核","","This is a book that anyone interested in the China - US relationship and its future should read. It reflects Mr Doshi’s serious, in-depth scholarship.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB09PWZH6W6%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhALWYI2DyXKUDzfAwkNVfj0iqkRXQbX2XMuuEpUDG6b2AAAAAGQvxV8AAAAB%26reviewId%3DR3916QR07LUJDR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hALWYI2DyXKUDzfAwkNVfj0iqkRXQbX2XMuuEpUDG6b2AAAAAGQvxV8AAAAB&reviewId=R3916QR07LUJDR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
