"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"ron_barnes","4.0 颗星，最多 5 颗星","Communist?","2014年1月22日 在美国审核","已确认购买","Is China really communist?  This book offers an excellent view of the ruling elite.  It sounds more like a kingdom where as long as the elite stay in power and control, then anything is fair game.  As the author quoted ""We are China, we will define what communism is"".  A very in-depth view","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIiIjYYs8az8L2bp0DiIbMW4GQD1coSXKE16GxMhh9OEAAAAAGQvy5gAAAAB%26reviewId%3DR3SMLMWNNLYQP3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIiIjYYs8az8L2bp0DiIbMW4GQD1coSXKE16GxMhh9OEAAAAAGQvy5gAAAAB&reviewId=R3SMLMWNNLYQP3","","0","当前加载评论时遇到问题。请稍后再试。"
"James M. Hammond","4.0 颗星，最多 5 颗星","Marx lives on.","2013年3月14日 在美国审核","已确认购买","The practical side of communism is exposed in this party expose. The nuts and bolts of making communism ""work"" in the Chinese world of deceit. It demonstrates how an illogical theory of Marxism can be made to work in the real world. If they can make Marxs' theory work, any theory can be made to work, I suppose!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhF28gFwXlw1CAGl8bXBzi8UUxOpVOrEbdxWG%252FpYkJDYbAAAAAGQvy5gAAAAB%26reviewId%3DR3MN9IO4U6V2Y9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF28gFwXlw1CAGl8bXBzi8UUxOpVOrEbdxWG%2FpYkJDYbAAAAAGQvy5gAAAAB&reviewId=R3MN9IO4U6V2Y9","","0","当前加载评论时遇到问题。请稍后再试。"
"Ingvi Þór Georgsson","4.0 颗星，最多 5 颗星","Interesting","2018年1月11日 在美国审核","已确认购买","Some of the stories not to interesting but overall a great read About the rising tiger in East. It approved.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhM%252FsNrUB%252BjVulyc%252F69cj5xjnm4l88a%252FlqJ5IHBILWlkNAAAAAGQvy5gAAAAB%26reviewId%3DR354018FAM23D9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hM%2FsNrUB%2BjVulyc%2F69cj5xjnm4l88a%2FlqJ5IHBILWlkNAAAAAGQvy5gAAAAB&reviewId=R354018FAM23D9","","0","当前加载评论时遇到问题。请稍后再试。"
"R. B. Lewis","5.0 颗星，最多 5 颗星","A great book!! The author has done his homework, and discusses what he has learned","2014年4月13日 在美国审核","已确认购买","There are many things in this selection that will be obvious to the reader; on the other hand, there are a myriad of items and discussions that will not be apparent to the average reader, and which should be discussed by all of us. How the Chinese government works should be reviewed by all of us, even as they change the rules to suit themselves.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGT5b1RO2vqX0Naw3Vz4%252BwmezqSw5qHVSCZHPXiUXW6uAAAAAGQvy5gAAAAB%26reviewId%3DR1587OMF39VCQD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGT5b1RO2vqX0Naw3Vz4%2BwmezqSw5qHVSCZHPXiUXW6uAAAAAGQvy5gAAAAB&reviewId=R1587OMF39VCQD","","0","当前加载评论时遇到问题。请稍后再试。"
"WH","5.0 颗星，最多 5 颗星","Fascinating journey even though we know where it goes","2017年7月21日 在美国审核","已确认购买","McGregor's prose flies, as he takes us inside scene after scene behind the CCP's mission and its tools to make itself indistinguishable from the country itself despite its obvious contradictions with Communism's original commitment to equality","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKAZc1o5II69merE8YryV2Aljs3vSdr%252BlSj27f1FlPtzAAAAAGQvy5gAAAAB%26reviewId%3DRP9K02XF4RPZ6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKAZc1o5II69merE8YryV2Aljs3vSdr%2BlSj27f1FlPtzAAAAAGQvy5gAAAAB&reviewId=RP9K02XF4RPZ6","","0","当前加载评论时遇到问题。请稍后再试。"
"Y. Jing","5.0 颗星，最多 5 颗星","full of big events in past 10 years -- excellent observation","2011年5月23日 在美国审核","已确认购买","I bought and read the book with curiosity, however i must say it's one of best reading about China and its economic development and its economic and political policy in real examples. The author is an exceptional observer and had shrew view and great access to some insiders.The book is a must-read for anyone who is interested in knowing China and in doing business in China.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhI0js0isqmT6%252FKJMF824Lu4bNa4jnv0QanARfHwDU9MEAAAAAGQvy5gAAAAB%26reviewId%3DR3NKG39YIAV5AT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI0js0isqmT6%2FKJMF824Lu4bNa4jnv0QanARfHwDU9MEAAAAAGQvy5gAAAAB&reviewId=R3NKG39YIAV5AT","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Chen","4.0 颗星，最多 5 颗星","Interesting politics","2014年2月19日 在美国审核","已确认购买","What an interesting way to show how the Party works and how the economic situation in China came about.  How interesting  to learn more about China. Well written to understand the different angles of Chinese politics.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHzUCTWqumrMShVBydSQxaC5J5%252BjywouWPu5MFeb0PvSAAAAAGQvy5gAAAAB%26reviewId%3DR27JA5UINA8YPS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHzUCTWqumrMShVBydSQxaC5J5%2BjywouWPu5MFeb0PvSAAAAAGQvy5gAAAAB&reviewId=R27JA5UINA8YPS","","0","当前加载评论时遇到问题。请稍后再试。"
"G","5.0 颗星，最多 5 颗星","Very Revealing","2011年2月13日 在美国审核","已确认购买","Knowing little about China, I picked this up hoping to learn about modern China. It was quite informative and I enjoyed it throughout. Some parts were repeated frequently in many chapters, but I suppose that is just how important these parts are in China. The book may be a little long for some, but I do not regret purchasing this book. If anything, I want to learn more.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEbDbhTwSYjfkFGQY3Bfa6H8fwuz4o44xD9%252Fdyxzw5rkAAAAAGQvy5gAAAAB%26reviewId%3DR2ULV8TQG8KMK0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEbDbhTwSYjfkFGQY3Bfa6H8fwuz4o44xD9%2Fdyxzw5rkAAAAAGQvy5gAAAAB&reviewId=R2ULV8TQG8KMK0","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Pat","4.0 颗星，最多 5 颗星","Very good book","2013年5月2日 在美国审核","已确认购买","The book is very interesting and provides lots of good explanations and anecdotes. A good book to gain one perspective on the inner workings of the Party, as best as they can be known and understood.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOQTJYLAgclpJtDhp%252BRK6X%252FzcEnbacpGM9gzHhk7Rw2zAAAAAGQvy5gAAAAB%26reviewId%3DR3E1OCVC4NXMAF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOQTJYLAgclpJtDhp%2BRK6X%2FzcEnbacpGM9gzHhk7Rw2zAAAAAGQvy5gAAAAB&reviewId=R3E1OCVC4NXMAF","","0","当前加载评论时遇到问题。请稍后再试。"
"edsetiadi","4.0 颗星，最多 5 颗星","A crucial read to understand modern China","2022年9月10日 在美国审核","","Richard McGregor is the bureau chief for the Financial Times in Washington DC. But a lifetime ago he was once its China bureau chief, where he has reported from north Asia for nearly 2 decades and had a unique first-hand access and experience in one of the world’s most mysterious countries.And decades of reporting and building network there have culminated in the writing of this book, a some kind of behind the scene account of the secret world of China’s communist rulers. And it is an eye opener.The book shows how the Communist Party creeps into every fabric of Chinese society, it provides the structure and the personnels of the Party, the politics inside the Party, the business environment in the country, the delicate balance between profitable enterprise and meeting the Party’s political objective, its long and bloodied history (including the dark days of the famine that killed 35 million people), and the ever present cult-like worship of Mao Zedong.The book also confirms some of the well known allegations towards the Party. Such as heavy censorship over its dark past, the omitted names and events from record, the massive cover up over things that are happening (such as the denial of SARS epidemic before a foreign media blow it up), the nasty treatment over outspoken journalists or whistleblowers, how the propaganda department controls the media, even the proof of half-truths or blatant lies published by the Party to eliminate competing narratives.It also addresses the deep corruption inside the Party, and the ironic inequalities where a contrast of extreme poverty and mega riches exist inside the supposedly socialist country.But perhaps the most interesting part of the book is the name dropping of some of the lesser known personnels of the Party, but equally as instrumental as Deng Xiaoping in being the architects of modern China. Names such as Chen Yun (long-serving economic planner), Chen Yuan (the man behind China inc’s move into Africa), Zhu Rongji (the corruption eradicator who was indispensable in China’s overhaul of the banking system and its entry to the WTO), as well as the oppositions such as He Weifang (the idealist university professor) and Yang Jisheng (a journalist critical towards the Party).All in all, the book is so well written as an exposé it astonishes me how McGregor can possibly published it without getting into any trouble. But he’s still alive and free, and get to tell the truth about the Party to the world. A crucial read to really understand the puzzle piece of modern China.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhODVMNE6XxxiQ0QrOcak96BmOvBswgp3JFUsbGGYexyeAAAAAGQvy5kAAAAB%26reviewId%3DRVQCV5DGDZX3I&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hODVMNE6XxxiQ0QrOcak96BmOvBswgp3JFUsbGGYexyeAAAAAGQvy5kAAAAB&reviewId=RVQCV5DGDZX3I","","0","当前加载评论时遇到问题。请稍后再试。"
"Thomas L. adams, Jr.","5.0 颗星，最多 5 颗星","The best overview of the Chinese Communist Party","2019年9月3日 在美国审核","已确认购买","Great book.  Top seller. LKF Booksellers.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhK2zCxGyXYDMRyL4%252FdiiOZ2SSupfoSIqcPXfllOP4T0SAAAAAGQvy5kAAAAB%26reviewId%3DRHB26B2FGU7T3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK2zCxGyXYDMRyL4%2FdiiOZ2SSupfoSIqcPXfllOP4T0SAAAAAGQvy5kAAAAB&reviewId=RHB26B2FGU7T3","","0","当前加载评论时遇到问题。请稍后再试。"
"David Weiner","5.0 颗星，最多 5 颗星","A great expose of China corruption","2014年1月17日 在美国审核","已确认购买","Great stuff. A terrific expose of the greed and hypocrisy of China's leaders, released well before New York Times and Bloomberg exposed the fiasco that was called Wen Jiabao. If you are a part apparatchik in China, anything goes. Small wonder dissatisfaction grows every year in the PRC.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHl3p%252FEJq7ruzFgJd3zuZbfl0oZsmD%252Boc1AVOTk%252B1ndWAAAAAGQvy5kAAAAB%26reviewId%3DR3K44UNFVGVZ65&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHl3p%2FEJq7ruzFgJd3zuZbfl0oZsmD%2Boc1AVOTk%2B1ndWAAAAAGQvy5kAAAAB&reviewId=R3K44UNFVGVZ65","","0","当前加载评论时遇到问题。请稍后再试。"
"Steve","4.0 颗星，最多 5 颗星","A must read for understanding China. A little bumpy ...","2014年10月24日 在美国审核","已确认购买","A must read for understanding China. A little bumpy read at times, but the picture drawn for the reader is very, very sobering.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhN63ncyBWWW%252BboYVwBRpSkQ1s3fWJx5TZq4TZ1IA7FKoAAAAAGQvy5kAAAAB%26reviewId%3DRNS1TBV02P91S&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN63ncyBWWW%2BboYVwBRpSkQ1s3fWJx5TZq4TZ1IA7FKoAAAAAGQvy5kAAAAB&reviewId=RNS1TBV02P91S","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"AMA","4.0 颗星，最多 5 颗星","Four Stars","2017年6月5日 在美国审核","已确认购买","informative and balanced","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBEXAnp%252B6RYQ84MtAJ66%252F4wcVpIntcHdcpJhknVrbQpwAAAAAGQvy5kAAAAB%26reviewId%3DR32DM5VWBPP8R6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBEXAnp%2B6RYQ84MtAJ66%2F4wcVpIntcHdcpJhknVrbQpwAAAAAGQvy5kAAAAB&reviewId=R32DM5VWBPP8R6","","0","当前加载评论时遇到问题。请稍后再试。"
"Ballet Fan","5.0 颗星，最多 5 颗星","The TRUTH shall set you free.","2017年6月27日 在美国审核","已确认购买","This outstanding book is a testament to the importance of press freedom in an open, democratic society.  Thank you, Mr. McGregor!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJ8j9GROAyA38rdXAg7e3pckh8dgYlxNnx8s2XSzvPTsAAAAAGQvy5kAAAAB%26reviewId%3DR69S0G34YU9B1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ8j9GROAyA38rdXAg7e3pckh8dgYlxNnx8s2XSzvPTsAAAAAGQvy5kAAAAB&reviewId=R69S0G34YU9B1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Philip Parker","2.0 颗星，最多 5 颗星","Reads like a long newspaper article","2012年9月28日 在美国审核","已确认购买","This book is poorly organized, poorly edited, and reads like a long newspaper article: high on sensationalist language but low on solid content. The author seems to have picked up snippets of information about the Chinese Communist Party during his time as a news reporter in China, but has not done systematic research on the Party. It feels like the superficial reporting that comes from a foreign reporter on a limited period assignment who does not understand the language or the culture in which he is reporting.","7 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCF09bWWupDsjtXnOdXaDEkJjDn8fVtZjQj3N3tuUMHEAAAAAGQvy5kAAAAB%26reviewId%3DRZV48QFUNCPVP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCF09bWWupDsjtXnOdXaDEkJjDn8fVtZjQj3N3tuUMHEAAAAAGQvy5kAAAAB&reviewId=RZV48QFUNCPVP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Roxy Fairdeal","5.0 颗星，最多 5 颗星","Very interesting book","2014年3月1日 在美国审核","已确认购买","My husband and I were taking a course on U.S.-China relations, and this is one of the books the professor recommended.  We both found the book very interesting and very readable.  Highly recommend this book to people interested in China.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDG%252BEMP9HDoSl5DPxcm0Xx3HAHVYMlMeV5A%252BVBxiId1DAAAAAGQvy5kAAAAB%26reviewId%3DR3O67D7NR136OP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDG%2BEMP9HDoSl5DPxcm0Xx3HAHVYMlMeV5A%2BVBxiId1DAAAAAGQvy5kAAAAB&reviewId=R3O67D7NR136OP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"David Southworth","5.0 颗星，最多 5 颗星","On the Intricacies of the Communist Party of China","2022年12月16日 在美国审核","","This 2010 book details the role the Communist Party of China plays in guiding the ship of state, as well as how the regions interact with the center, different factions within the system, and the role the party plays in shaping foreign, defense, and domestic policy. Even though the book is more than a decade old at this point, given that the system being described is almost a hundred years old and draws on far older ideas of relationships within China, there is no reason to believe the system has changed much. The author even describes what is almost assuredly the model the current Chinese leader, Xi Jinping used in establishing his first-among-equals role in China today. This book proved excellent background to anyone interested in power dynamics in China and the likely trajectory of the country while the CCP remains at the center of the power structure.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO61xXvaXit0nENM%252F02QifrNhTaQgbFFstjg6T2MP953AAAAAGQvy5kAAAAB%26reviewId%3DR2ZYK4QOTJBWZC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO61xXvaXit0nENM%2F02QifrNhTaQgbFFstjg6T2MP953AAAAAGQvy5kAAAAB&reviewId=R2ZYK4QOTJBWZC","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
